month,quarter,president,samplesize,p_approve,p_disapprove,party,election_flag,N_approve,N_disapprove,N_total,unemployment
2004-09-30,2004Q3,chirac2,1044.0,0.4675,0.47750000000000004,right,0,488,499,987,8.5
2004-10-31,2004Q4,chirac2,1020.0,0.4575,0.495,right,0,467,505,972,8.5
2004-11-30,2004Q4,chirac2,1022.0,0.48,0.475,right,0,491,485,976,8.5
2004-12-31,2004Q4,chirac2,994.5,0.505,0.4475,right,0,502,445,947,8.5
2005-01-31,2005Q1,chirac2,1011.0,0.485,0.4625,right,0,490,468,958,8.3
2005-02-28,2005Q1,chirac2,972.75,0.45499999999999996,0.48,right,0,443,467,910,8.3
2005-03-31,2005Q1,chirac2,1013.0,0.4425,0.5125000000000001,right,0,448,519,967,8.3
2005-04-30,2005Q2,chirac2,1040.25,0.4325,0.5325,right,0,450,554,1004,8.4
2005-05-31,2005Q2,chirac2,1027.5,0.375,0.6,right,0,385,616,1001,8.4
2005-06-30,2005Q2,chirac2,955.5,0.2775,0.6875,right,0,265,657,922,8.4
2005-07-31,2005Q3,chirac2,983.5,0.32,0.635,right,0,315,625,940,8.6
2005-08-31,2005Q3,chirac2,1016.6666666666666,0.3333333333333333,0.6333333333333333,right,0,339,644,983,8.6
2005-09-30,2005Q3,chirac2,980.25,0.3775,0.5825,right,0,370,571,941,8.6
2005-10-31,2005Q4,chirac2,990.0,0.33499999999999996,0.6275,right,0,332,621,953,8.7
2005-11-30,2005Q4,chirac2,928.25,0.34750000000000003,0.62,right,0,323,576,899,8.7
2005-12-31,2005Q4,chirac2,1006.5,0.32499999999999996,0.625,right,0,327,629,956,8.7
2006-01-31,2006Q1,chirac2,961.5,0.33999999999999997,0.6174999999999999,right,0,327,594,921,8.8
2006-02-28,2006Q1,chirac2,957.0,0.35,0.6125,right,0,335,586,921,8.8
2006-03-31,2006Q1,chirac2,986.0,0.33,0.65,right,0,325,641,966,8.8
2006-04-30,2006Q2,chirac2,1022.0,0.2825,0.6825000000000001,right,0,289,698,987,8.6
2006-05-31,2006Q2,chirac2,1029.75,0.275,0.685,right,0,283,705,988,8.6
2006-06-30,2006Q2,chirac2,1003.5,0.275,0.6799999999999999,right,0,276,682,958,8.6
2006-07-31,2006Q3,chirac2,978.3333333333334,0.3233333333333333,0.6533333333333333,right,0,316,639,955,8.5
2006-08-31,2006Q3,chirac2,999.0,0.34,0.6366666666666666,right,0,340,636,976,8.5
2006-09-30,2006Q3,chirac2,1020.6666666666666,0.3433333333333333,0.6333333333333334,right,0,350,646,996,8.5
2006-10-31,2006Q4,chirac2,1064.0,0.36,0.5975,right,0,383,636,1019,8.0
2006-11-30,2006Q4,chirac2,996.75,0.3725,0.595,right,0,371,593,964,8.0
2006-12-31,2006Q4,chirac2,1022.6666666666666,0.3566666666666667,0.6233333333333333,right,0,365,637,1002,8.0
2007-01-31,2007Q1,chirac2,1052.3333333333333,0.35666666666666663,0.6166666666666666,right,0,375,649,1024,8.1
2007-02-28,2007Q1,chirac2,1016.6666666666666,0.3933333333333333,0.5833333333333334,right,0,400,593,993,8.1
2007-03-31,2007Q1,chirac2,989.3333333333334,0.43,0.55,right,0,425,544,969,8.1
2007-04-30,2007Q2,chirac2,961.3333333333334,0.43333333333333335,0.5366666666666666,right,0,417,516,933,7.8
2007-05-31,2007Q2,sarkozy,1023.0,0.64,0.2966666666666667,right,1,655,303,958,7.8
2007-06-30,2007Q2,sarkozy,952.6666666666666,0.6366666666666667,0.32,right,0,607,305,912,7.8
2007-07-31,2007Q3,sarkozy,963.3333333333334,0.6533333333333333,0.2933333333333334,right,0,629,283,912,7.6
2007-08-31,2007Q3,sarkozy,974.6666666666666,0.6466666666666666,0.3033333333333333,right,0,630,296,926,7.6
2007-09-30,2007Q3,sarkozy,952.5,0.5974999999999999,0.34750000000000003,right,0,569,331,900,7.6
2007-10-31,2007Q4,sarkozy,1012.25,0.575,0.38,right,0,582,385,967,7.1
2007-11-30,2007Q4,sarkozy,1039.0,0.5425,0.425,right,0,564,442,1006,7.1
2007-12-31,2007Q4,sarkozy,973.75,0.5175000000000001,0.44749999999999995,right,0,504,436,940,7.1
2008-01-31,2008Q1,sarkozy,983.5,0.45499999999999996,0.51,right,0,447,502,949,6.8
2008-02-29,2008Q1,sarkozy,1016.0,0.375,0.5975,right,0,381,607,988,6.8
2008-03-31,2008Q1,sarkozy,954.25,0.38749999999999996,0.585,right,0,370,558,928,6.8
2008-04-30,2008Q2,sarkozy,969.5,0.35000000000000003,0.6275000000000001,right,0,339,608,947,7.0
2008-05-31,2008Q2,sarkozy,1055.5,0.36749999999999994,0.6075,right,0,388,641,1029,7.0
2008-06-30,2008Q2,sarkozy,1023.0,0.36,0.615,right,0,368,629,997,7.0
2008-07-31,2008Q3,sarkozy,1032.0,0.37333333333333335,0.5933333333333333,right,0,385,612,997,7.1
2008-08-31,2008Q3,sarkozy,1034.6666666666667,0.3933333333333333,0.5766666666666667,right,0,407,597,1004,7.1
2008-09-30,2008Q3,sarkozy,997.0,0.40499999999999997,0.565,right,0,404,563,967,7.1
2008-10-31,2008Q4,sarkozy,944.25,0.415,0.5575,right,0,392,526,918,7.4
2008-11-30,2008Q4,sarkozy,981.25,0.44499999999999995,0.5275,right,0,437,518,955,7.4
2008-12-31,2008Q4,sarkozy,997.6666666666666,0.4366666666666667,0.54,right,0,436,539,975,7.4
2009-01-31,2009Q1,sarkozy,976.0,0.4325,0.53,right,0,422,517,939,8.2
2009-02-28,2009Q1,sarkozy,973.75,0.38,0.585,right,0,370,570,940,8.2
2009-03-31,2009Q1,sarkozy,1011.25,0.37749999999999995,0.5900000000000001,right,0,382,597,979,8.2
2009-04-30,2009Q2,sarkozy,1048.25,0.395,0.5700000000000001,right,0,414,598,1012,8.8
2009-05-31,2009Q2,sarkozy,1054.5,0.4175,0.5575,right,0,440,588,1028,8.8
2009-06-30,2009Q2,sarkozy,957.0,0.42999999999999994,0.5525,right,0,412,529,941,8.8
2009-07-31,2009Q3,sarkozy,989.0,0.44,0.54,right,0,435,534,969,8.8
2009-08-31,2009Q3,sarkozy,1075.3333333333333,0.43333333333333335,0.5366666666666666,right,0,466,577,1043,8.8
2009-09-30,2009Q3,sarkozy,950.25,0.42750000000000005,0.5425,right,0,406,516,922,8.8
2009-10-31,2009Q4,sarkozy,1006.0,0.40249999999999997,0.5725,right,0,405,576,981,9.1
2009-11-30,2009Q4,sarkozy,1013.75,0.38000000000000006,0.595,right,0,385,603,988,9.1
2009-12-31,2009Q4,sarkozy,1028.75,0.3725,0.595,right,0,383,612,995,9.1
2010-01-31,2010Q1,sarkozy,1022.75,0.375,0.595,right,0,384,609,993,9.0
2010-02-28,2010Q1,sarkozy,1011.25,0.36250000000000004,0.6075,right,0,367,614,981,9.0
2010-03-31,2010Q1,sarkozy,1001.25,0.3275,0.6399999999999999,right,0,328,641,969,9.0
2010-04-30,2010Q2,sarkozy,1022.75,0.3325,0.6425,right,0,340,657,997,8.9
2010-05-31,2010Q2,sarkozy,974.25,0.33249999999999996,0.6325,right,0,324,616,940,8.9
2010-06-30,2010Q2,sarkozy,1002.6666666666666,0.31666666666666665,0.6666666666666666,right,0,318,668,986,8.9
2010-07-31,2010Q3,sarkozy,1024.3333333333333,0.34,0.6366666666666667,right,0,348,652,1000,8.8
2010-08-31,2010Q3,sarkozy,1043.6666666666667,0.3333333333333333,0.6466666666666666,right,0,348,675,1023,8.8
2010-09-30,2010Q3,sarkozy,990.5,0.31,0.6625,right,0,307,656,963,8.8
2010-10-31,2010Q4,sarkozy,983.25,0.29,0.6875,right,0,285,676,961,8.8
2010-11-30,2010Q4,sarkozy,972.75,0.3,0.67,right,0,292,652,944,8.8
2010-12-31,2010Q4,sarkozy,1037.0,0.315,0.6525,right,0,327,677,1004,8.8
2011-01-31,2011Q1,sarkozy,967.5,0.3025,0.6699999999999999,right,0,293,648,941,8.8
2011-02-28,2011Q1,sarkozy,1017.25,0.2925,0.6825,right,0,298,694,992,8.8
2011-03-31,2011Q1,sarkozy,965.5,0.28750000000000003,0.695,right,0,278,671,949,8.8
2011-04-30,2011Q2,sarkozy,989.5,0.27,0.7050000000000001,right,0,267,698,965,8.7
2011-05-31,2011Q2,sarkozy,1026.5,0.2925,0.6875,right,0,300,706,1006,8.7
2011-06-30,2011Q2,sarkozy,933.25,0.305,0.6775,right,0,285,632,917,8.7
2011-07-31,2011Q3,sarkozy,946.0,0.355,0.625,right,0,336,591,927,8.8
2011-08-31,2011Q3,sarkozy,973.3333333333334,0.30666666666666664,0.6666666666666666,right,0,298,649,947,8.8
2011-09-30,2011Q3,sarkozy,1036.25,0.3075,0.665,right,0,319,689,1008,8.8
2011-10-31,2011Q4,sarkozy,1000.5,0.32,0.655,right,0,320,655,975,9.0
2011-11-30,2011Q4,sarkozy,1018.25,0.345,0.635,right,0,351,647,998,9.0
2011-12-31,2011Q4,sarkozy,990.6666666666666,0.33,0.65,right,0,327,644,971,9.0
2012-01-31,2012Q1,sarkozy,1033.5,0.3175,0.665,right,0,328,687,1015,9.1
2012-02-29,2012Q1,sarkozy,1000.5,0.3175,0.665,right,0,318,665,983,9.1
2012-03-31,2012Q1,sarkozy,1022.5,0.35,0.63,right,0,358,644,1002,9.1
2012-04-30,2012Q2,sarkozy,995.0,0.37666666666666665,0.6066666666666666,right,0,375,604,979,9.3
2012-05-31,2012Q2,hollande,1009.25,0.5750000000000001,0.335,left,1,580,338,918,9.3
2012-06-30,2012Q2,hollande,948.75,0.5700000000000001,0.385,left,0,541,365,906,9.3
2012-07-31,2012Q3,hollande,1029.0,0.555,0.405,left,0,571,417,988,9.4
2012-08-31,2012Q3,hollande,1050.0,0.49333333333333335,0.4566666666666667,left,0,518,480,998,9.4
2012-09-30,2012Q3,hollande,1040.75,0.435,0.535,left,0,453,557,1010,9.4
2012-10-31,2012Q4,hollande,927.5,0.41,0.5575,left,0,380,517,897,9.7
2012-11-30,2012Q4,hollande,1011.5,0.40249999999999997,0.5675,left,0,407,574,981,9.7
2012-12-31,2012Q4,hollande,1019.25,0.36749999999999994,0.6074999999999999,left,0,375,619,994,9.7
2013-01-31,2013Q1,hollande,963.0,0.38250000000000006,0.59,left,0,368,568,936,9.9
2013-02-28,2013Q1,hollande,989.0,0.365,0.6075,left,0,361,601,962,9.9
2013-03-31,2013Q1,hollande,1003.5,0.31,0.665,left,0,311,667,978,9.9
2013-04-30,2013Q2,hollande,1001.0,0.2725,0.7075,left,0,273,708,981,10.1
2013-05-31,2013Q2,hollande,990.0,0.29500000000000004,0.6875,left,0,292,681,973,10.1
2013-06-30,2013Q2,hollande,990.25,0.275,0.7024999999999999,left,0,272,696,968,10.1
2013-07-31,2013Q3,hollande,1030.0,0.265,0.715,left,0,273,736,1009,9.9
2013-08-31,2013Q3,hollande,1033.0,0.27666666666666667,0.6933333333333334,left,0,286,716,1002,9.9
2013-09-30,2013Q3,hollande,1023.5,0.2625,0.71,left,0,269,727,996,9.9
2013-10-31,2013Q4,hollande,974.25,0.235,0.7424999999999999,left,0,229,723,952,9.8
2013-11-30,2013Q4,hollande,1012.0,0.22749999999999998,0.7475,left,0,230,756,986,9.8
2013-12-31,2013Q4,hollande,1014.5,0.2475,0.73,left,0,251,741,992,9.8
2014-01-31,2014Q1,hollande,1044.25,0.24,0.7425,left,0,251,775,1026,9.8
2014-02-28,2014Q1,hollande,980.0,0.2125,0.7675000000000001,left,0,208,752,960,9.8
2014-03-31,2014Q1,hollande,1045.25,0.23249999999999998,0.745,left,0,243,779,1022,9.8
2014-04-30,2014Q2,hollande,1014.25,0.1875,0.7850000000000001,left,0,190,796,986,9.8
2014-05-31,2014Q2,hollande,1000.0,0.185,0.7975000000000001,left,0,185,798,983,9.8
2014-06-30,2014Q2,hollande,988.75,0.1925,0.7875000000000001,left,0,190,779,969,9.8
2014-07-31,2014Q3,hollande,949.5,0.19,0.78,left,0,180,741,921,9.9
2014-08-31,2014Q3,hollande,1031.25,0.165,0.8125000000000001,left,0,170,838,1008,9.9
2014-09-30,2014Q3,hollande,1018.5,0.1575,0.8224999999999999,left,0,160,838,998,9.9
2014-10-31,2014Q4,hollande,1047.8,0.16599999999999998,0.818,left,0,174,857,1031,10.1
2014-11-30,2014Q4,hollande,996.2,0.158,0.8220000000000001,left,0,157,819,976,10.1
2014-12-31,2014Q4,hollande,1026.4,0.2,0.782,left,0,205,803,1008,10.1
2015-01-31,2015Q1,hollande,1020.0,0.31,0.67,left,0,316,683,999,10.0
2015-02-28,2015Q1,hollande,988.8,0.264,0.72,left,0,261,712,973,10.0
2015-03-31,2015Q1,hollande,965.0,0.24,0.736,left,0,232,710,942,10.0
2015-04-30,2015Q2,hollande,976.8,0.21400000000000002,0.77,left,0,209,752,961,10.2
2015-05-31,2015Q2,hollande,972.8,0.22799999999999998,0.756,left,0,222,735,957,10.2
2015-06-30,2015Q2,hollande,979.6,0.21800000000000003,0.7619999999999999,left,0,214,746,960,10.2
2015-07-31,2015Q3,hollande,1023.5,0.2475,0.7375,left,0,253,755,1008,10.0
2015-08-31,2015Q3,hollande,977.0,0.21,0.775,left,0,205,757,962,10.0
2015-09-30,2015Q3,hollande,956.4,0.21399999999999997,0.7679999999999999,left,0,205,735,940,10.0
2015-10-31,2015Q4,hollande,1034.6,0.21200000000000002,0.77,left,0,219,797,1016,9.9
2015-11-30,2015Q4,hollande,982.2,0.336,0.646,left,0,330,635,965,9.9
2015-12-31,2015Q4,hollande,1046.5,0.2675,0.7175,left,0,280,751,1031,9.9
2016-01-31,2016Q1,hollande,970.6,0.23000000000000004,0.75,left,0,223,728,951,9.9
2016-02-29,2016Q1,hollande,943.0,0.194,0.7899999999999999,left,0,183,745,928,9.9
2016-03-31,2016Q1,hollande,1027.8,0.172,0.8100000000000002,left,0,177,833,1010,9.9
2016-04-30,2016Q2,hollande,1013.4,0.158,0.8240000000000001,left,0,160,835,995,9.7
2016-05-31,2016Q2,hollande,971.4,0.16199999999999998,0.82,left,0,157,797,954,9.7
2016-06-30,2016Q2,hollande,1013.4,0.152,0.8320000000000001,left,0,154,843,997,9.7
2016-07-31,2016Q3,hollande,1048.0,0.18,0.8049999999999999,left,0,189,844,1033,9.6
2016-08-31,2016Q3,hollande,970.6666666666666,0.17,0.79,left,0,165,767,932,9.6
2016-09-30,2016Q3,hollande,1029.0,0.15399999999999997,0.8240000000000001,left,0,158,848,1006,9.6
2016-10-31,2016Q4,hollande,1031.0,0.148,0.836,left,0,153,862,1015,9.7
2016-11-30,2016Q4,hollande,993.4,0.162,0.826,left,0,161,821,982,9.7
2016-12-31,2016Q4,hollande,982.25,0.1925,0.7925,left,0,189,778,967,9.7
2017-01-31,2017Q1,hollande,994.0,0.20800000000000002,0.778,left,0,207,773,980,9.3
2017-02-28,2017Q1,hollande,1008.2,0.196,0.788,left,0,198,794,992,9.3
2017-03-31,2017Q1,hollande,1006.4,0.22599999999999998,0.7539999999999999,left,0,227,759,986,9.3
2017-04-30,2017Q2,hollande,954.8,0.21200000000000002,0.772,left,0,202,737,939,9.2
2017-05-31,2017Q2,macron,1122.3,0.543,0.353,center,1,609,396,1005,9.2
2017-06-30,2017Q2,macron,1721.7272727272727,0.5572727272727273,0.3590909090909091,center,0,959,618,1577,9.2
2017-07-31,2017Q3,macron,1195.6,0.462,0.44800000000000006,center,0,552,536,1088,9.2
2017-08-31,2017Q3,macron,1028.6666666666667,0.3833333333333333,0.5616666666666666,center,0,394,578,972,9.2
2017-09-30,2017Q3,macron,1134.0,0.38999999999999996,0.5387500000000001,center,0,442,611,1053,9.2
2017-10-31,2017Q4,macron,1156.625,0.38749999999999996,0.555,center,0,448,642,1090,8.6
2017-11-30,2017Q4,macron,1124.625,0.41375,0.51875,center,0,465,583,1048,8.6
2017-12-31,2017Q4,macron,1296.25,0.49250000000000005,0.46749999999999997,center,0,638,606,1244,8.6
2018-01-31,2018Q1,macron,1123.6666666666667,0.4388888888888889,0.49888888888888894,center,0,493,561,1054,8.9
2018-02-28,2018Q1,macron,1122.625,0.4,0.5350000000000001,center,0,449,601,1050,8.9
2018-03-31,2018Q1,macron,1172.0,0.3933333333333333,0.5583333333333333,center,0,461,654,1115,8.9
2018-04-30,2018Q2,macron,1110.7272727272727,0.3727272727272727,0.520909090909091,center,0,414,579,993,8.8
2018-05-31,2018Q2,macron,1009.6,0.404,0.5559999999999999,center,0,408,561,969,8.8
2018-06-30,2018Q2,macron,1115.875,0.37875,0.5824999999999999,center,0,423,650,1073,8.8
2018-07-31,2018Q3,macron,1138.857142857143,0.36,0.6014285714285714,center,0,410,685,1095,8.7
2018-08-31,2018Q3,macron,1017.625,0.32875,0.63625,center,0,335,647,982,8.7
2018-09-30,2018Q3,macron,1107.4,0.296,0.678,center,0,328,751,1079,8.7
2018-10-31,2018Q4,macron,1106.2727272727273,0.28272727272727277,0.6845454545454547,center,0,313,757,1070,8.4
2018-11-30,2018Q4,macron,1122.5,0.261,0.711,center,0,293,798,1091,8.4
2018-12-31,2018Q4,macron,1133.5,0.25375,0.73,center,0,288,827,1115,8.4
2019-01-31,2019Q1,macron,1098.5454545454545,0.2690909090909091,0.7100000000000001,center,0,296,780,1076,8.4
2019-02-28,2019Q1,macron,1084.3,0.29700000000000004,0.675,center,0,322,732,1054,8.4
2019-03-31,2019Q1,macron,1080.2307692307693,0.29692307692307696,0.6830769230769232,center,0,321,738,1059,8.4
2019-04-30,2019Q2,macron,1102.6666666666667,0.2933333333333334,0.6777777777777777,center,0,323,747,1070,8.1
2019-05-31,2019Q2,macron,1160.5555555555557,0.30777777777777776,0.6733333333333333,center,0,357,781,1138,8.1
2019-06-30,2019Q2,macron,1092.6666666666667,0.33666666666666667,0.6433333333333332,center,0,368,703,1071,8.1
2019-07-31,2019Q3,macron,998.6666666666666,0.32000000000000006,0.64,center,0,320,639,959,8.2
2019-08-31,2019Q3,macron,974.8,0.36200000000000004,0.6340000000000001,center,0,353,618,971,8.2
2019-09-30,2019Q3,macron,1111.625,0.3475,0.61125,center,0,386,679,1065,8.2
2019-10-31,2019Q4,macron,1112.75,0.33625,0.6312500000000001,center,0,374,702,1076,7.8
2019-11-30,2019Q4,macron,1104.875,0.32625000000000004,0.6375,center,0,360,704,1064,7.8
2019-12-31,2019Q4,macron,1131.3333333333333,0.3333333333333333,0.65,center,0,377,735,1112,7.8
2020-01-31,2020Q1,macron,1129.0,0.3357142857142857,0.6442857142857144,center,0,379,727,1106,7.6
2020-02-29,2020Q1,macron,1096.7777777777778,0.3077777777777778,0.6522222222222224,center,0,338,715,1053,7.6
2020-03-31,2020Q1,macron,1096.888888888889,0.40555555555555556,0.5533333333333333,center,0,445,607,1052,7.6
2020-04-30,2020Q2,macron,1174.4,0.406,0.582,center,0,477,684,1161,7.0
2020-05-31,2020Q2,macron,1126.4285714285713,0.37142857142857144,0.5942857142857143,center,0,418,669,1087,7.0
2020-06-30,2020Q2,macron,1124.7142857142858,0.3628571428571429,0.6128571428571429,center,0,408,689,1097,7.0
2020-07-31,2020Q3,macron,991.2,0.398,0.602,center,0,394,597,991,8.9
2020-08-31,2020Q3,macron,1008.0,0.37714285714285717,0.5742857142857142,center,0,380,579,959,8.9
2020-09-30,2020Q3,macron,1008.4285714285714,0.35,0.6114285714285714,center,0,353,617,970,8.9
2020-10-31,2020Q4,macron,1103.3333333333333,0.39888888888888885,0.5633333333333332,center,0,440,622,1062,7.7
2020-11-30,2020Q4,macron,1093.3333333333333,0.39999999999999997,0.5744444444444444,center,0,437,628,1065,7.7
2020-12-31,2020Q4,macron,1156.5,0.38833333333333336,0.59,center,0,449,682,1131,7.7
2021-01-31,2021Q1,macron,1202.6,0.382,0.587,center,0,459,706,1165,7.7
2021-02-28,2021Q1,macron,1128.625,0.40499999999999997,0.5762499999999999,center,0,457,650,1107,7.7
2021-03-31,2021Q1,macron,1122.888888888889,0.3755555555555556,0.5877777777777778,center,0,422,660,1082,7.7
2021-04-30,2021Q2,macron,1002.5,0.35,0.605,center,0,351,607,958,7.7
